date,VOO,VEA,SHY,IJR,MUB,SPTL,SCHP,LQD,HYG,SPEM,MBB,BNDX,SCZ
6/4/13,127.572548,28.804085,78.062866,40.172989,87.754005,26.924013,47.928761,88.648407,59.227245,26.321527,79.340012,41.471653,34.781052
6/5/13,125.616463,28.159218,78.072128,39.659473,87.949722,27.204048,47.945904,88.519325,58.714241,25.873936,79.598915,41.521126,34.132126
6/6/13,126.60302,28.320438,78.062866,40.004768,88.153648,27.191879,47.903027,88.89904,59.17593,25.980703,79.687668,41.463409,34.298309
6/7/13,128.371994,28.650555,78.053604,40.332344,87.917137,26.786024,47.594254,88.549683,59.21442,25.980703,79.672844,41.380981,34.583202
6/10/13,128.320984,28.665903,78.025871,40.562538,87.37886,26.631807,47.336937,88.276299,59.09259,25.672729,79.576714,41.084148,34.733559
6/11/13,127.0112,28.305077,78.01664,40.137573,87.721382,26.891541,47.24258,88.109169,58.727081,25.167656,79.473175,41.075905,34.068798
6/12/13,126.024658,28.289724,78.007347,39.814411,86.881348,26.627739,46.91666,87.805382,58.771942,24.995188,79.473175,41.240803,34.092552
6/13/13,127.844719,28.727314,78.044395,40.46957,87.45224,26.944309,47.216854,88.747124,59.44529,25.315483,79.317833,41.100628,34.599037
6/14/13,127.062263,28.389536,78.099892,40.150848,87.509338,26.968668,47.234013,88.686363,59.515827,25.040358,79.340012,41.199581,34.322052
6/17/13,128.082855,28.796415,78.099892,40.416458,87.27282,26.818489,47.053902,88.557281,59.509392,25.299051,79.628456,41.23254,34.868099
6/18/13,129.069412,28.972982,78.099892,40.894543,86.865044,26.81443,47.173981,88.382599,59.656887,25.266201,79.43618,41.166588,35.137165
6/19/13,127.351425,28.44327,78.007347,40.412029,86.408348,26.704857,46.599308,87.129433,58.765522,24.724173,79.066399,41.06765,34.599037
6/20/13,124.119583,27.383833,77.998123,39.438126,84.883232,26.144791,46.067535,85.929459,58.188385,23.54155,78.851875,40.935745,33.435699
6/21/13,124.510796,27.475977,77.933395,39.593075,83.423393,25.738935,45.5186,85.223068,57.810059,24.008909,78.785271,40.853298,33.68895
6/24/13,122.936333,27.004322,77.896408,39.097275,82.656754,25.803875,45.312737,84.668701,57.098263,23.451242,78.689133,40.836807,33.016273
6/25/13,124.167168,27.394108,77.887131,39.451408,83.855621,25.592836,45.449978,84.949646,57.912651,23.958971,78.563454,40.704865,33.443626
6/26/13,125.329689,27.518845,77.924149,39.592613,85.60907,25.730818,45.647255,85.59523,58.39362,24.233639,78.616058,40.688385,33.293262
6/27/13,126.167412,27.815088,77.970322,40.271954,86.359406,26.002724,46.041813,86.369965,58.675785,24.728886,78.742165,40.787346,33.667881
6/28/13,125.381012,27.75271,77.961105,40.098793,85.666183,26.039274,46.153309,86.316719,58.278198,24.807957,78.616058,40.737854,33.643826
7/1/13,126.321304,28.033363,77.995338,40.720413,86.392998,26.212561,46.264805,86.540001,58.59409,24.978592,78.682838,40.823708,34.012821
7/2/13,126.133202,27.89304,78.004608,40.755924,86.409332,26.245094,46.410606,86.814339,58.413563,24.56242,79.053719,40.790695,33.99678
7/3/13,126.252914,27.885244,77.995338,40.78257,85.877914,26.151531,46.33342,86.562866,58.548946,24.491665,79.053719,40.92276,34.085022
7/5/13,127.654701,28.002172,77.912056,41.42194,84.553467,25.289181,45.664417,85.465691,57.923607,24.266939,78.927658,40.724651,34.25349
7/8/13,128.321457,28.15029,77.967613,41.546265,84.945885,25.549509,45.947441,86.166656,58.72298,24.258614,79.038918,40.848465,34.542271
7/9/13,129.29599,28.32181,77.958321,42.016911,85.19931,25.525103,45.947441,86.242859,58.755253,24.445892,79.001808,40.881489,34.758862
7/10/13,129.330139,28.376373,77.958321,42.087952,85.076714,25.362402,45.844521,85.991417,58.987335,24.508312,79.320793,40.897995,34.750843
7/11/13,131.159363,29.155939,78.023071,42.478706,85.853378,25.638998,46.067535,87.004791,59.728714,25.369787,79.172455,40.955772,35.745552
7/12/13,131.193558,28.992237,77.976837,42.563057,86.245834,25.537306,46.187618,86.760986,59.670658,25.199163,79.261429,40.914463,35.625221
7/15/13,131.672287,29.163738,78.013847,42.762856,85.698021,25.724426,46.341991,87.317184,59.922119,25.536257,79.424622,40.897995,35.841812
7/16/13,131.176483,29.124767,78.023071,42.585258,85.763496,25.822052,46.496384,87.187607,59.773846,25.519611,79.54332,40.980526,35.785671
7/17/13,131.501297,29.233898,78.050873,42.691833,85.943329,25.891212,46.642193,87.515282,60.212215,25.731859,79.550758,41.021793,35.930061
7/18/13,132.253525,29.405413,78.041626,43.060349,85.877914,25.647131,46.479229,87.28669,60.573215,25.565392,79.617462,41.005299,36.178745
7/19/13,132.492828,29.374224,78.07859,43.069237,85.403725,25.94408,46.796589,87.766708,60.534561,25.465509,79.580391,40.856716,36.170712
7/22/13,132.732162,29.530144,78.07859,43.171356,84.839615,25.968493,46.822315,87.964821,60.579674,25.681917,79.639732,40.980526,36.387302
7/23/13,132.458664,29.569115,78.069351,43.095875,84.904991,25.866793,46.67651,87.827705,60.431366,25.956593,79.639732,41.054817,36.459503
7/24/13,131.96286,29.537931,78.032364,42.776173,84.324539,25.594263,46.290527,87.401024,59.922119,25.669434,79.654594,40.955772,36.355221
7/25/13,132.202271,29.569115,78.07859,43.180233,84.56163,25.622723,46.324844,87.294289,59.786701,25.840063,79.676865,40.906239,36.403351
7/26/13,132.373199,29.405413,78.087875,42.967098,85.158447,25.695951,46.33342,87.385765,59.812496,25.765152,79.713921,41.021793,36.226868
7/29/13,131.979996,29.148146,78.07859,42.66074,84.994949,25.504761,46.281952,87.240952,59.683578,25.507126,79.665588,40.955772,35.817749
7/30/13,131.997055,29.140352,78.087875,42.740669,84.970467,25.512899,46.290527,87.263824,59.767361,25.365631,79.784653,40.939255,35.970161
7/31/13,132.03125,29.194918,78.087875,42.847221,84.986748,25.647131,46.522114,87.271461,59.941444,25.390594,79.784653,40.848465,36.002254
8/1/13,133.638275,29.600306,78.058296,43.424446,84.85643,25.191257,46.26371,86.575996,59.373272,25.848385,79.911133,40.873272,36.419388
8/2/13,133.84346,29.834164,78.113792,43.459961,84.954811,25.415533,46.461166,87.003967,59.736084,25.760994,79.955788,41.030296,36.788406
8/5/13,133.757996,29.802982,78.104515,43.637573,84.708885,25.260584,46.461166,86.675354,59.431602,25.640303,79.978104,40.964184,36.956856
8/6/13,132.954422,29.740623,78.095245,43.251282,84.585976,25.301363,46.615677,86.728844,59.373272,25.365631,79.948364,40.947639,36.908733
8/7/13,132.492828,29.569115,78.113792,42.967098,84.725296,25.493,46.735893,86.919868,59.185429,25.136736,79.762329,40.955925,36.788406
8/8/13,132.954422,29.834164,78.113792,43.171356,84.790878,25.570473,46.778805,87.103325,59.314972,25.557068,79.643265,40.972424,37.149384
8/9/13,132.578369,29.849758,78.095245,43.144711,84.75808,25.590866,46.821732,87.103325,59.32143,25.665272,79.784653,41.02206,37.173447
8/12/13,132.407364,29.802982,78.095245,43.406693,84.872871,25.70911,46.667202,87.057518,59.269653,25.790123,79.903648,41.030296,37.069153
8/13/13,132.920242,30.029062,78.058296,43.393356,84.331902,25.12602,46.306633,86.438431,59.269653,26.014853,79.710228,40.906326,37.285755
8/14/13,132.168045,30.036865,78.058296,43.22464,84.307274,25.170858,46.195038,86.293221,59.153034,25.98572,79.613518,40.873272,37.269711
8/15/13,130.236191,29.779598,78.03051,42.523083,83.872856,24.860981,45.851639,85.681808,58.848572,25.740185,79.546547,40.79887,36.876637
8/16/13,129.860107,29.834164,78.039742,42.332176,83.520432,24.742731,45.619843,85.253815,58.647717,25.461349,79.598618,40.78233,37.037075
8/19/13,129.039536,29.623686,78.021271,41.950317,83.307343,24.571463,45.362301,84.787605,58.259045,25.095116,79.762329,40.625313,36.932796
8/20/13,129.552368,29.576912,78.039742,42.576374,83.733551,24.730488,45.628441,85.30732,58.796719,25.053497,79.747467,40.75753,36.908733
8/21/13,128.885651,29.22611,77.993462,42.296658,83.495888,24.518463,45.370888,84.795235,58.582943,24.51664,79.821777,40.650097,36.619942
8/22/13,130.013992,29.530144,77.965714,42.873859,83.487686,24.726423,45.362301,85.185036,58.900387,24.841249,79.851578,40.575684,36.980923
8/23/13,130.441376,29.787386,77.965714,42.980423,83.856461,24.966993,45.611263,85.758209,59.146595,25.074306,79.924759,40.559166,37.229607
8/26/13,130.031036,29.592501,77.993462,42.900513,83.667999,25.068939,45.808731,85.933998,59.153034,24.841249,80.036766,40.550915,36.876637
8/27/13,127.894089,29.09359,78.03051,41.990273,83.65976,25.329901,46.04908,86.30085,58.770813,24.216995,80.111435,40.608776,36.146648
8/28/13,128.321457,29.062389,77.984245,42.034676,83.4795,25.18718,45.911732,86.316132,58.991077,24.067175,80.096481,40.583977,36.066425
8/29/13,128.526611,29.062389,78.002769,42.425419,83.512238,25.35029,45.894562,86.4002,59.230759,24.275261,80.029305,40.70797,36.162693
8/30/13,127.96244,28.727175,78.011978,41.84819,83.528671,25.329901,45.679939,86.4002,59.178944,24.479185,80.051727,40.774086,35.761604
9/3/13,128.714706,29.265078,77.982384,42.016911,83.327324,24.998409,45.508846,86.059776,58.866333,24.5208,80.118927,40.558125,36.539722
9/4/13,129.791733,29.530144,77.90831,42.296658,83.376595,24.969805,45.311092,85.745422,59.087799,24.870384,80.148796,40.756695,36.892685
9/5/13,129.757507,29.522341,77.834267,42.385448,83.023262,24.683683,44.915588,85.039986,58.788197,25.161703,80.126343,40.417469,36.852577
9/6/13,129.979782,29.69384,77.90831,42.443165,83.187599,24.724556,45.121929,85.162682,58.983566,25.586203,80.171204,40.640869,37.013004
9/9/13,131.261948,30.114813,77.926819,43.069237,83.212265,24.839006,45.199337,85.385048,59.133354,26.098091,80.253296,40.599491,37.718945
9/10/13,132.253525,30.442236,77.899071,43.482159,83.294464,24.64691,45.139126,85.009293,59.341743,26.372761,80.328003,40.500198,38.21629
9/11/13,132.663834,30.527988,77.936073,43.548759,83.450584,24.806303,45.397068,85.408028,59.419907,26.326984,80.342873,40.616047,38.312557
9/12/13,132.33902,30.379871,77.936073,43.251282,83.705345,24.753166,45.336887,85.346687,59.348263,26.085604,80.283173,40.673962,38.087952
9/13/13,132.612549,30.489008,77.936073,43.508816,83.77108,24.82266,45.388458,85.400352,59.302692,26.243748,80.238373,40.665695,38.320583
9/16/13,133.416061,30.76186,77.991585,43.570969,84.165497,24.700029,45.517437,85.500008,59.628292,26.493448,80.402649,40.715328,38.625416
9/17/13,133.963104,30.777439,78.019417,43.930607,84.486023,24.871716,45.715191,85.730072,59.823692,26.493448,80.41011,40.73188,38.593323
9/18/13,135.570129,31.588207,78.121216,44.352432,85.324226,25.247744,46.274059,86.987503,60.396774,27.550529,80.044235,41.046265,39.531883
9/19/13,135.347885,31.447886,78.093475,44.26807,85.250252,25.047451,46.179493,86.435448,60.220909,27.317467,79.969574,40.996651,39.267159
9/20/13,134.287918,31.190624,78.102661,44.192585,85.324226,25.153746,46.308453,86.512154,60.149292,26.801424,80.089035,40.897366,38.890141
9/23/13,133.79483,31.20941,78.121216,44.219212,85.455673,25.317223,46.471809,87.025848,60.142788,26.922108,80.021797,41.062847,38.922222
9/24/13,133.502731,31.146786,78.130447,44.324718,85.693985,25.562473,46.42881,87.248207,60.012527,26.901297,79.954643,41.095928,38.906189
9/25/13,133.073166,31.162437,78.158226,44.262402,85.792625,25.566557,46.497616,87.516602,59.908344,26.801424,79.932266,41.120754,38.874081
9/26/13,133.605804,31.279856,78.121216,44.525021,85.784386,25.529776,46.471809,87.301865,59.875771,26.788933,79.74205,41.079372,39.074631
9/27/13,133.038803,31.217243,78.167458,44.306919,85.784386,25.60743,46.42881,87.232903,59.810631,26.485128,79.315109,41.13731,38.970356
9/30/13,132.300003,30.982403,78.186005,44.422638,85.8666,25.546125,46.480412,87.041229,59.641312,26.272882,79.487389,41.079372,38.914204
10/1/13,133.313736,31.162437,78.165642,44.934528,85.722374,25.451073,46.464046,86.953506,59.899834,26.714022,79.72702,41.136559,39.170895
10/2/13,133.141937,31.131128,78.174904,44.685261,85.870712,25.467461,46.550106,87.215042,59.926014,26.759802,79.704559,41.219387,39.122772
10/3/13,131.956375,30.935423,78.174904,44.182281,85.821266,25.479746,46.567318,87.261208,59.965294,26.763964,79.854362,41.153114,38.914204
10/4/13,132.918549,31.021545,78.147118,44.476048,85.730614,25.377321,46.48127,87.176567,60.070011,27.084414,80.086494,41.136559,38.946293
10/7/13,131.784546,30.708429,78.147118,43.946377,85.68943,25.533007,46.558704,87.330421,59.912914,26.847198,80.108978,41.211109,38.46497
10/8/13,130.255371,30.50491,78.082321,43.385521,85.491737,25.500235,46.42104,87.315018,59.886726,26.66408,79.989136,41.14484,38.152119
10/9/13,130.255371,30.606663,78.110107,43.332111,85.434044,25.418291,46.42104,87.130417,59.939114,26.855516,80.056541,41.14484,38.416843
10/10/13,133.193451,31.178099,78.110107,44.338066,85.368156,25.295385,46.386604,87.253487,60.213966,27.392382,80.206329,41.14484,39.122772
10/11/13,133.983795,31.350311,78.110107,45.001282,85.162201,25.352736,46.369411,87.368851,60.325226,27.53388,80.146423,40.987408,39.30727
10/14/13,134.567947,31.444242,78.082321,45.237202,84.906776,25.127405,46.205921,87.099655,60.416809,27.567177,80.116463,41.078568,39.467709
10/15/13,133.571457,31.279856,78.110107,44.845497,84.758492,25.160181,46.223129,87.115021,60.397194,27.400702,80.168907,41.012276,39.227055
10/16/13,135.392731,31.546007,78.137856,45.308426,85.219841,25.446981,46.343605,87.761185,60.71788,27.517233,80.049088,41.186264,39.427601
10/17/13,136.320541,31.929565,78.165642,45.717937,85.54937,25.696901,46.58453,88.407349,61.012329,27.737806,80.079033,41.177956,40.02924
10/18/13,137.231216,32.11742,78.165642,46.274319,85.640022,25.729668,46.653358,88.522713,61.136719,27.833523,80.123962,41.235958,40.261883
10/21/13,137.299927,32.164394,78.165642,46.220913,85.56588,25.627245,46.59314,88.291969,60.999237,27.833523,80.363556,41.202808,40.518585
10/22/13,138.038666,32.469696,78.230446,46.323284,85.969589,25.909943,46.834045,88.830429,61.18248,28.033283,80.251251,41.351959,40.735168
10/23/13,137.403,32.11742,78.20266,46.256512,86.32383,25.995977,46.791027,88.807343,61.234886,27.43816,80.288727,41.368526,40.38221
10/24/13,137.849716,32.336609,78.193413,46.505798,86.61216,25.963209,46.773819,88.715019,61.254498,27.442322,80.386078,41.401676,40.630886
10/25/13,138.485428,32.2505,78.211937,46.56366,86.636894,25.991884,46.894295,88.707375,61.274136,27.571333,80.25988,41.418259,40.398251
10/28/13,138.657257,32.203529,78.230446,46.599262,86.760468,25.93453,46.920094,88.791969,61.26104,27.646248,80.440147,41.401676,40.165615
10/29/13,139.507797,32.25832,78.230446,46.777306,86.859337,25.93453,46.885681,88.915024,61.359169,27.712833,80.537781,41.459679,40.301994
10/30/13,138.725952,32.187881,78.230446,46.252071,86.818108,25.836193,46.859859,88.738106,61.1105,27.646248,80.620338,41.492817,40.22979
10/31/13,138.210571,31.976536,78.239655,46.011703,86.908775,25.856672,46.722191,88.615021,61.143253,27.433992,80.702965,41.501106,40.077381
11/1/13,138.605728,31.819981,78.210999,45.820313,86.600662,25.588066,46.454399,88.375816,61.038048,27.409033,80.702965,41.545902,39.80463
11/4/13,139.23288,31.960878,78.229523,46.403412,86.666733,25.608604,46.445793,88.398933,61.143223,27.504747,80.808144,41.521011,39.989136
11/5/13,138.81192,31.686907,78.229523,46.29213,86.518051,25.382711,46.308037,88.020775,60.978851,26.992859,80.86071,41.438053,39.732437
11/6/13,139.456192,31.992168,78.248032,46.243172,86.575882,25.341631,46.506069,88.121086,61.156368,27.101065,80.988365,41.396549,40.125507
11/7/13,137.669312,31.452066,78.266571,45.50428,86.774086,25.55521,46.574951,88.298637,61.195827,26.539227,81.206154,41.446354,39.539917
11/8/13,139.559296,31.639931,78.210999,46.278782,86.179398,24.971983,46.135803,87.434235,61.090618,26.514261,81.153587,41.396549,39.836716
11/11/13,139.533539,31.679079,78.229523,46.314392,86.261993,24.918594,46.17886,87.287598,60.860497,26.53507,81.266273,41.421455,39.772549
11/12/13,139.284424,31.608631,78.210999,46.318832,86.154587,24.980198,46.127205,87.34935,60.774986,26.202133,81.371368,41.421455,39.64418
11/13/13,140.358276,31.694735,78.210999,46.741695,86.237206,25.091087,46.239132,87.550018,61.005138,26.381086,81.521584,41.454636,39.788589
11/14/13,141.139999,31.843462,78.257256,46.723888,86.385902,25.263592,46.411358,88.028481,61.182701,26.680729,81.49157,41.454636,39.820671
11/15/13,141.75,32.133099,78.257256,46.901939,86.46022,25.214312,46.463005,88.028481,61.274769,27.184296,81.333809,41.462936,40.157593
11/18/13,141.225967,32.156574,78.294312,46.719452,86.691483,25.345747,46.566341,88.422104,61.097187,27.384062,81.49157,41.479538,40.045284
11/19/13,140.95105,32.062637,78.266571,46.452381,86.567635,25.251272,46.376915,88.113388,61.070923,27.101065,81.506569,41.438053,39.916935
11/20/13,140.504333,31.843462,78.275841,46.40786,86.402374,24.852869,46.084141,87.735199,61.011719,26.805584,81.221199,41.404861,39.628147
11/21/13,141.603912,32.031326,78.312828,47.271385,86.394119,24.906269,46.170238,87.905045,61.222168,26.826385,81.401421,41.388268,39.884853
11/22/13,142.325562,32.125252,78.294312,47.418266,86.435425,25.07877,46.308037,88.213722,61.268192,27.013666,81.449623,41.396549,40.02924
11/25/13,142.239685,32.031326,78.294312,47.45388,86.484993,25.115744,46.351078,88.36808,61.360252,26.626625,81.502396,41.454636,39.868805
11/26/13,142.170944,32.023506,78.303558,47.792179,86.518051,25.304672,46.36829,88.545593,61.40625,26.714022,81.547592,41.512714,39.95705
11/27/13,142.557556,32.133099,78.303558,48.094856,86.542824,25.197878,46.264965,88.56102,61.36681,26.801424,81.750969,41.471241,40.077381
11/29/13,142.351364,32.187881,78.312828,48.072601,86.501564,25.173241,46.23053,88.491577,61.432613,27.071928,81.871529,41.496124,40.197701
12/2/13,142.127975,31.968706,78.265663,47.511757,86.220734,25.026236,46.023865,88.071907,61.452415,26.60998,81.92421,41.421391,39.989136
12/3/13,141.578217,31.710392,78.284134,47.302555,86.452682,25.092123,46.049706,88.296448,61.39291,26.497616,82.052277,41.47121,39.636169
12/4/13,141.414886,31.530344,78.265663,47.097797,86.121368,24.87389,45.799999,88.009972,61.234333,26.468477,81.758545,41.346649,39.531883
12/5/13,140.873718,31.358143,78.274841,47.213535,86.071693,24.853312,45.713886,87.816414,61.188065,26.431026,81.984482,41.280212,39.467709
12/6/13,142.471588,31.741703,78.247055,47.569618,86.121368,24.85742,45.688061,88.00222,61.359917,26.917946,82.029671,41.32172,39.916935
12/9/13,142.798111,31.749533,78.247055,47.502857,86.113106,24.94389,45.739723,88.133865,61.584583,26.947079,81.93174,41.346649,39.93298
12/10/13,142.308411,31.647774,78.274841,47.026581,86.353279,25.145641,45.91193,88.490021,61.584583,26.967886,81.976967,41.379856,39.965073
12/11/13,140.693329,31.389452,78.247055,46.403412,86.253906,25.013891,45.825829,88.242249,61.399544,26.418545,82.248161,41.39645,39.676277
12/12/13,140.229446,31.154615,78.219299,46.483536,86.237328,24.915068,45.670837,88.095131,61.287197,26.243748,82.187889,41.371578,39.371449
12/13/13,140.186432,31.123302,78.237862,46.652676,86.270462,24.980953,45.799999,88.335129,61.386299,26.281204,82.285812,41.404785,39.363422
12/16/13,141.07991,31.350311,78.237862,47.209057,86.328438,24.90683,45.851665,88.404816,61.439186,26.501778,82.368698,41.39645,39.523861
12/17/13,140.581604,31.232883,78.256348,47.124504,86.444374,25.022121,45.989414,88.668098,61.445789,26.243748,82.451553,41.388168,39.475723
12/18/13,143.030014,31.694735,78.256348,47.734314,86.436104,24.919186,45.799999,88.668098,61.551559,26.626625,82.331017,41.388168,40.015568
12/19/13,142.901169,31.679079,78.210052,47.311451,86.278725,24.86978,45.636391,88.536446,61.485443,26.418545,82.413887,41.305134,39.861092
12/20/13,143.622803,31.846687,78.182228,48.117104,86.253906,25.195063,45.739723,88.946815,61.525093,26.293177,82.594727,41.305134,40.007431
12/23/13,145.143402,32.161461,78.173012,48.5592,86.063431,25.088007,45.662228,88.807434,61.571335,26.456696,82.526909,41.338329,40.381401
12/24/13,144.809967,32.216537,78.145203,48.7155,86.079971,24.898602,45.533062,88.784195,61.53828,26.64537,82.436516,41.340836,40.413933
12/26/13,145.483749,32.405399,78.136879,48.795883,86.084152,24.803896,45.498627,88.720528,61.596081,26.699879,82.481819,41.340836,40.747261
12/27/13,145.492371,32.570656,78.173904,48.733364,86.017693,24.720093,45.481396,88.642906,61.589428,26.74181,82.436478,41.224396,40.974888
12/30/13,145.43187,32.743778,78.192459,48.7155,86.208679,24.881094,45.593338,88.906914,61.64257,26.896938,82.617882,41.249367,41.389515
12/31/13,146.105652,32.798862,78.173904,48.733364,86.142258,24.703581,45.438354,88.681732,61.682419,27.110775,82.504539,41.265976,41.44643
1/2/14,144.792709,32.248016,78.210968,48.152828,86.416245,24.815037,45.403915,88.852554,61.788673,26.410576,82.557365,41.282619,40.974888
1/3/14,144.663147,32.255882,78.183189,48.362728,86.424599,24.798525,45.67944,88.984619,61.768745,26.196739,82.617882,41.249367,41.153748
1/6/14,144.300369,32.192936,78.192459,47.960808,86.474388,24.901735,45.791386,89.178734,61.901611,26.03322,82.640533,41.349163,41.202541
1/7/14,145.1987,32.381802,78.192459,48.376118,86.623856,24.984304,45.886089,89.108856,61.901611,26.146431,82.6632,41.448952,41.405785
1/8/14,145.25914,32.373932,78.11837,48.25108,86.690285,24.89348,45.834427,88.728271,61.86171,26.07515,82.784134,41.349163,41.365131
1/9/14,145.345551,32.334587,78.136879,48.197495,87.02243,25.037968,46.023865,88.930206,61.95467,25.882278,82.867195,41.382404,41.462685
1/10/14,145.682404,32.625736,78.210968,48.380581,87.578796,25.339342,46.187458,89.411736,62.140667,26.142233,82.927681,41.490536,42.031784
1/13/14,143.833923,32.350311,78.229523,47.719646,87.603737,25.426023,46.23053,89.582581,62.074272,25.79423,82.799164,41.523804,41.747242
1/14/14,145.328293,32.594265,78.210968,48.282341,87.670113,25.343462,46.092747,89.318558,62.167198,26.280594,82.844521,41.507168,42.039913
1/15/14,146.148849,32.751648,78.183189,48.679779,87.653526,25.318693,46.049706,89.341843,62.293411,26.217707,82.965469,41.490536,42.113087
1/16/14,145.924255,32.696568,78.201698,48.635124,87.827904,25.442537,46.109982,89.551544,62.26685,26.020641,82.889893,41.59866,41.999264
1/17/14,145.293732,32.617863,78.201698,48.380581,88.01062,25.554008,46.161655,89.652481,62.280106,25.811001,82.912521,41.631901,41.926094
1/21/14,145.751495,32.751648,78.192459,48.635124,87.894333,25.582897,46.109982,89.528229,62.359833,25.882278,83.010796,41.640228,42.023651
1/22/14,145.837891,32.783123,78.155403,48.934319,87.803032,25.525099,46.015251,89.310753,62.26685,26.276402,83.041039,41.5737,42.104954
1/23/14,144.663147,32.539165,78.229523,48.603855,88.09359,25.826466,46.196091,89.652481,62.18718,25.660059,83.101471,41.673485,41.706589
1/24/14,141.553604,31.642096,78.257317,47.469593,88.243073,25.983345,46.325241,89.590347,61.775394,25.14015,83.109032,41.756668,40.657825
1/27/14,140.862579,31.492577,78.248024,46.82655,88.052094,25.822338,46.187458,89.419518,61.75547,24.792143,83.154358,41.690121,40.275723
1/28/14,141.735001,31.807341,78.248024,47.241856,88.143471,25.880131,46.282196,89.854416,62.027744,25.056293,83.108154,41.723385,40.901733
1/29/14,140.257965,31.429621,78.303612,46.603268,88.110237,26.082417,46.445793,90.033035,61.841782,24.695711,83.244507,41.764957,40.641567
1/30/14,141.829956,31.594883,78.294319,47.197186,88.267982,25.975084,46.402729,90.079613,61.948055,24.93051,83.176384,41.798233,40.893581
1/31/14,140.948959,31.091251,78.33139,46.929249,88.351067,26.181494,46.506069,90.35144,61.928146,24.938894,83.130936,41.856445,40.300102
2/3/14,137.865341,30.493181,78.352684,45.48687,88.450943,26.469536,46.772991,90.934097,61.742599,24.083561,83.244507,41.913906,39.511505
2/4/14,138.798172,30.807955,78.362007,45.794994,88.159546,26.246056,46.574951,90.497894,61.81601,24.569925,83.20668,41.872261,39.731007
2/5/14,138.564972,30.839422,78.324951,45.468994,88.067978,26.001886,46.402729,90.209671,61.81601,24.662167,83.153603,41.872261,39.755405
2/6/14,140.422119,31.445358,78.334221,45.978077,88.151245,25.906708,46.376915,90.124001,62.036247,24.947275,83.115715,41.813984,40.487095
2/7/14,142.235977,31.791601,78.352684,46.295124,88.351074,25.927393,46.506069,90.404404,62.349907,25.228203,82.888458,41.880581,40.9505
2/10/14,142.460556,31.649952,78.334221,46.326382,88.434288,25.981194,46.557732,90.443352,62.389988,24.901159,83.115715,41.822342,40.828548
2/11/14,144.032623,32.169323,78.315605,46.737228,88.534187,25.848768,46.411358,90.256401,62.496788,25.412683,83.062729,41.847282,41.41391
2/12/14,144.16214,32.248016,78.278618,46.893524,88.400993,25.712196,46.316639,89.983826,62.396671,25.379141,82.918777,41.780697,41.503345
2/13/14,144.870468,32.303112,78.324951,47.505314,88.392647,25.873594,46.445793,90.357712,62.576862,25.454613,82.668755,41.897255,41.592758
2/14/14,145.639175,32.444752,78.324951,47.549976,88.292717,25.844633,46.376915,90.529022,62.676991,25.790035,82.865738,41.847282,41.73098
2/18/14,145.855087,32.712303,78.352684,47.983135,88.184509,25.935661,46.471615,90.715981,62.763748,25.731337,82.759659,41.897255,42.137482
2/19/14,144.853165,32.46048,78.324951,47.518715,88.334381,25.82807,46.359684,90.614746,62.60358,25.513306,82.812706,41.897255,41.820408
2/20/14,145.673767,32.578526,78.334221,48.07692,88.334381,25.794973,46.213299,90.497894,62.797104,25.613935,82.805176,41.714096,42.007397
2/21/14,145.604645,32.657219,78.343468,48.07692,88.417656,25.890158,46.325241,90.591362,62.850487,25.735531,82.858139,41.855606,42.145607
2/24/14,146.295639,32.93264,78.343468,48.474361,88.517555,25.82807,46.316639,90.638084,62.990658,25.819387,83.093048,41.863941,42.56023
2/25/14,146.243805,32.869694,78.334221,48.420765,88.692322,26.051558,46.480236,90.988625,63.064106,25.341402,82.774826,41.955521,42.470806
2/26/14,146.243805,32.767376,78.371254,48.809284,88.808907,26.163282,46.609394,91.284599,63.170883,25.458807,82.986969,42.013821,42.300072
2/27/14,147.05574,32.901157,78.362007,49.023632,89.066963,26.295721,46.635235,91.440437,63.290955,25.769072,83.176384,42.105408,42.495197
2/28/14,147.384003,32.940502,78.362007,48.996838,89.275093,26.303999,46.695492,91.385872,63.35775,25.630711,83.175606,42.055447,42.877304
3/3/14,146.373413,32.271618,78.406479,48.755676,89.409439,26.474895,46.884941,91.624939,63.299416,25.429457,83.175606,42.172161,41.90984
3/4/14,148.463745,32.909023,78.341614,49.974804,89.284286,26.126474,46.566341,91.13279,63.527397,25.739723,83.023705,42.088776,42.771606
3/5/14,148.489639,32.838207,78.369408,49.912289,89.11734,26.163805,46.669662,91.085884,63.413448,25.735531,83.038895,42.097122,42.722828
3/6/14,148.964706,33.208065,78.323097,49.997135,89.008835,25.943972,46.566341,90.812431,63.319519,25.999678,82.970566,42.047104,43.267536
3/7/14,148.930161,33.034935,78.267464,50.068588,88.566528,25.79051,46.445793,90.484291,63.078045,25.79423,82.773087,42.005436,43.145584
3/10/14,148.956024,32.814606,78.276733,49.974804,88.750122,25.802946,46.480236,90.343704,63.084789,25.572012,82.704796,42.030445,42.885429
3/11/14,148.135437,32.586391,78.276733,49.479118,88.833618,25.865171,46.471615,90.374931,63.017731,25.328827,82.902214,42.047104,42.576488
3/12/14,148.239151,32.444752,78.30452,49.559502,89.075615,26.060112,46.531895,90.695259,63.125,25.454613,82.826294,42.105457,42.291943
3/13/14,146.597961,31.870304,78.350853,49.010239,89.267616,26.375328,46.738544,91.015549,62.957306,25.031136,82.765472,42.122147,41.649673
